original_english,original_rephrase,query_sentence_hindi,matched_sentence_hindi,similarity_score
JUSTICE HAS BEEN DONE.,Justice will never be done,न्याय किया गया है।,चुका है सजा,0.72177434
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,"The flavors aren't good, they all just taste like sugar and artificial flavoring",आदमी पेप्सीको अपने मौजूदा स्वादों के मिश्रण में 750 ग्राम चीनी जोड़ना पसंद करता है और इसे ओस या पेप्सी का नया स्वाद कहता है ...,अपने पसंदीदा ताजा जामुन का मिश्रण - 475 ग्राम;,0.6268786
@BorisJohnson @MattHancock Oh really?,"Investment has been lacking for years, why should the public believe you now? ",@BorisJohnson @MattHancock ओह सच में?,क्या है इस तस्वीर का सच?,0.6028036
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",I am pleased with my team’s performance,"भारत के लिए धन्यवाद इतनी अक्षम होने के लिए. मैं क्रिकेट के पूरे दिन की उम्मीद कर रहा था, स्नैक्स और सब कुछ मिला। जय. आप कम से कम कोशिश कर सकते थे। #bbccricket #INDVENG #ENGvsIND #Cricket","क्रिकेट इतिहास के सबसे बेहतरीन बल्लेबाजों में एक माने जाने वाले तेंदुलकर ने ट्वीट किया ‘पूरे भारत और महाराष्ट्र पुलिस के जवानों को आभार, जो हमें सुरक्षित रखने के लिए 24/7 (सप्ताह के सातों दिन और चौबीसों घंटे) अथक प्रयास कर रहे हैं। जय हिन्द।’",0.6128229
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,कभी-कभी मुझे आश्चर्य होता है कि क्या प्रीति पटेल और बोरिस जॉनसन सोचते हैं कि प्रधानमंत्री के पास सबसे अच्छा K/D अनुपात है।,क्या आपको लगता है कि क्रिकेट से भारत-पाकिस्तान के संबंध सुधर सकते हैं?,0.62740016
There is not enough people here #ivoryrooms,Ivory rooms is not busy tonight,यहाँ पर्याप्त लोग नहीं हैं #ivoryrooms,यहां कोई बेड उपलब्ध नहीं,0.65158767
I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,I find people who claim to be vegetarian but still eat fish annoying. ,मैं एक VeGeTaRiAN हूँ लेकिन मैं मछली में खा ,लेकिन हाँ मैंने देख लिया है,0.61598295
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,"यह 3 नवंबर के बाद है तो यह निश्चित रूप से अब खत्म होना चाहिए ... प्रतीक्षा ... मैं भ्रमित हूं ... एक दिन में 121,000 मामले? आप मुझे बता रहे हैं कि पूरी दुनिया ने अमेरिकी चुनावों के लिए महामारी का निर्माण नहीं किया था? कोई रास्ता नहीं ...","संयुक्त राज्य अमेरिका में कोरोनोवायरस प्रकोप के बाद पहली बार, देश ने जोड़ा है दस लाख से अधिक मामले पिछले दो लगातार हफ्तों में से प्रत्येक में। कोविद की मौत, जो हफ्तों से मामलों की रिपोर्ट कर रहे हैं, वसंत के बाद से नहीं देखे जाने वाले स्तर पर भी हैं। नोट: डेटा नवम्बर 23 के अनुसार है स्रोत: न्यूयॉर्क टाइम्स डेटाबेस राज्य और स्थानीय स्वास्थ्य एजेंसियों और अस्पतालों की रिपोर्ट कुछ महामारी विज्ञानियों का कहना है कि आने वाले हफ्तों में होने वाली मौतों की संख्या वसंत शिखर से अधिक है, बावजूद बेहतर इलाज। पिछले सप्ताह में, संयुक्त राज्य ने औसतन 173,000 नए दैनिक मामले जोड़े। यदि यह वृद्धि पैटर्न धारण करता है, तो नवंबर के पूरे महीने के लिए रिपोर्ट किए गए मामलों की कुल संख्या 4.5 मिलियन हिट होने की संभावना है। यह किसी भी पिछले महीने की संख्या से दोगुना होगा। अभी भी महीने में कई दिन बचे हैं, संयुक्त राज्य अमेरिका में लगभग 3.3 मिलियन लोगों ने 23 नवंबर तक कोरोनोवायरस के लिए सकारात्मक परीक्षण किया था। जनसंख्या के लिए समायोजित होने पर नॉर्थ डकोटा का देश में सबसे बुरा प्रकोप जारी है, यह एक स्थिति है जो सितंबर की शुरुआत से बनी हुई है। लगभग 10 में से एक उत्तर डकोटा ने वायरस का सकारात्मक परीक्षण किया है जब से प्रकोप शुरू हुआ, पिछले दो महीनों में एक विशाल बहुमत।",0.6049137
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",I don't think K&G owes me therapy.,"मुझे 13 साल पहले हाई स्कूल में @kumandgo में काम करने की एक संकुचित स्मृति मिली और मुझे फोन का जवाब देना पड़ा क्योंकि हम Kum &amp; Go में सब कुछ करते हैं, यह Shelby है। मैं आपकी मदद कैसे कर सकता हूं?","हाल ही मे हुई हेमा मालिनी की बायोग्राफी लॉन्चिंग मे दीपिका ने बताया कि वे कॉलेज के दिनों मे अपनी पढ़ाई क्यों पूरी नहीं कर पाई थी. उन्होंने बताया कि, “जब मैं कॉलेज में थी, तब मैं आलरेडी एक सफल मॉडल बन चुकी थी. जिसके चलते मुझे एक शहर से दूसरे शहर यात्रा करनी पड़ती थी और इस कारण मैं ठीक से पढ़ नहीं पाती थी. मैंने 12 वीं तक की पढ़ाई की है. मैंने डिस्टन्स लर्निंग के माध्यम से भी अपनी पढ़ाई पूरी करने का प्रयत्न किया पर मैं उसमें भी सफल नहीं हो पाई. मेरे माता-पिता मेरी पढाई पूरी कराना चाहते थे ताकि मुझे जीवन में अगर कभी कुछ और करना पड़े तो मैं कम से कम इतनी पढ़ी-लिखी रहूँ कि मुझे ठीक-ठाक काम मिल सके लेकिन जल्द ही पैरेंट्स समझ गए कि मेरा जुनून किसी और चीज में है और उन्होंने उसे पूरा करने में मेरी पूरी सहायता की.”",0.61765635
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀","“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”","आप मुझे कैसे पूछेंगे कि मैं इस अच्छे श्रम दिवस पर कैसे हूं जब आप छुट्टी पर हैं, जैसा कि मैं आपको कॉल कर रहा हूं, श्रम दिवस पर। आप मुझे कैसे सोचते हैं?","नींद 😶 मुझे न आती है तो कैसे तुम सो जाते हो, 🙄 मेरे जायज़ सवालों पे तुम चुप कैसे हो जाते हो, 😏 दिनभर मुझे रुलाते हो बस ये बता दो किस हक से, 😏 तुम पत्थर दिल हो जाते हो बस ये बता दो किस 😏हक से..",0.608019
I’ve been laid off !! Nice:)),"""I can't believe I've been laid off. Super upset and nervous.""",मुझे निकाल दिया गया है !,छोड़ आया हूँ,0.6908505
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,I could tell the person to go read up on some facts it may help there IQ,@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport क्या आप जानते हैं कि वह 2 साल की उम्र में कनाडा छोड़ने पर टेनिस खिलाड़ी नहीं थी? क्या आप जानते हैं कि उसने 6 साल की उम्र तक टेनिस रैकेट नहीं उठाया था?,दिलचस्प है कि पार्क ने को के 25 साल की होने तक उनको कभी पानी के पास भी नहीं जाने दिया था. को के हेन्यो बनने का सुझाव उन्होंने सिर्फ़ 6 साल पहले दिया था.,0.62242645
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again,बस पाया मैं पिछले 6 महीने के लिए एक टूटा पैर पर चल रहा था ,6 माह पहले हुई थी पिता की मौत,0.60340506
Old people don’t deserve rights,old people suck,बुजुर्गों को अधिकार नहीं हैं,अफसरों ने नहीं की मदद,0.65720534
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.","Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.","धन्यवाद ट्विटर ने पूरी तरह से अपने ""अनुशंसित विषयों का अनुसरण करने"" की सूची को रीसेट करने का फैसला करने के लिए, मैंने अनदेखा करने के लिए क्लिक किया है (उनमें से सभी), इसलिए अब मैं हर बार सैकड़ों को देखने के लिए वापस आ गया हूं।",गौरतलब है कि ट्विटर ट्रंप के आपत्तिजनक और भ्रामक ट्वीट की वजह से उनके निजी ‘रियलडोनाल्डट्रंप’ अकाउंट पर हमेशा के लिए प्रतिबंध लगा चुका है।,0.6214169
ITS COMING HOOOOOME,It’s coming Rome,यह आ रहा है,यह होता है नौसादर,0.6710646
"Hey Siri, how do I stop simping?",I don't like that I put too much effort into someone who may not like me back.,"हे सिरी, मैं कैसे सिंपिंग बंद कर सकते हैं?",मैं संभोग से विरत रहना कैसे बंद करुँ?,0.69690335
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,"I would say, ""I wish I could get up early and enjoy some tea on the patio.""",मैं सुबह जल्दी उठता हूँ और चाय बनाता हूँ और आँगन पर बैठता हूँ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,सुबह जल्दी उठकर नहा लें। इसके बाद तांबे के लोटे में जल लेकर उसमें तिल मिला लें और पीपल के पेड़ पर जल चढ़ाएं।,0.60320467
"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃",I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it. ,"मुझे खेद है, लेकिन अगर आप मुझे इंस्टाग्राम पर संदेश भेजते हैं कि मैं आपको अपनी फिट चाय और रैप्स बेचने में मदद करना चाहता हूं, तो मैं आपको पढ़ने पर छोड़ दूंगा।","यही नहीं, अगर आपको व्हाट्सऐप, ट्विटर, फ़ेसबुक और दूसरे सोशल मीडिया पर आने वाले वीडियो और फोटो को सेव करके रखना है तो मेमोरी कार्ड ही आपके काम आता है.",0.6190299
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",Twitter is showing that some people I follow are liking porn and I need to unfollow them to stop seeing that,"तो मेरे ट्विटर फ़ीड को मुझे दिखाना है कि जो लोग मुझे फॉलो करते हैं वे किस तरह के ट्वीट करते हैं. ...😐 अगर मैंने आपका अनुसरण नहीं किया है, तो मुझे पता है कि मैं पोर्न देखने से थक गया हूं",आईये आपको तस्वीरों के जरिये बताते हैं कि ट्विटर पर किसने क्या लिखा?,0.6300282
@rickyberwick And you said Donald trump was racist 😑,I guess Donald Trump isn't racist.,@rickyberwick और आपने कहा कि डोनाल्ड ट्रम्प नस्लवादी थे ,9. डोनाल्ड ट्रंप को काफी षड़यंत्रकारी भी माना जाता है। बराक ओबामा के खिलाफ उन्होंने अमेरिका की जनता को काफी भड़काया था। इसके अलावा ट्रंप की कई बातें बेमतलब की रही हैं।,0.6198655
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process",ट्रिन की तरह रिपब्लिकन लोग कहते हैं कि वे जीते हैं लेकिन मुझे पता है कि वे इसे इंस्टाग्राम पोल में क्यों नहीं सुलझाते?,"कई लोग इस मामले में क्या-क्या कह रहे है, लेकिन मैं बताना चाहती हूं कि वे इस बात को समझें कि मेरे जैसे लोग चुनिंदा नहीं हैं, जैसे – राजनेता जो कभी-कभी चुनिंदा किस्म के हो जाते हैं क्योंकि उन्हें सिर्फ वोट चाहिए होता है, हमारे जैसे लोग नहीं। मुझे बहुत बुरा भी लगता है जब ऑनलाइन माध्यम से मेरे कॉलेज के ही लोग भारत के नागरिक स्वरुप हमारे कर्तव्यों के बारे में बोलते हुए मुझे वो परेशान करते हैं।",0.6112177
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,I wish someone would hire me so I don't have to go through hoops and hurdles.,मैं सिर्फ एक जगह में चलना है और काम करने के लिए शुरू करने के लिए तो और वहाँ और वे कोई विकल्प नहीं होगा के अलावा मुझे जगह पर किराए पर लेने के लिए,"जेब खाली और कोई जॉब नहीं थी, तब मैंने टीम इंडिया को फॉलो करना शुरू किया",0.6142974
How bout you dont use a gazillion filters on your pictures,You edit your pictures so much it doesn’t look like you,आप अपनी तस्वीरों पर एक गैज़िलियन फिल्टर का उपयोग क्यों नहीं करते हैं,"सेल्फी लेनी हो या आम तस्वीर, हमें हमेशा रोशनी का पूरा ध्यान रखना चाहिए। अक्सर आपने देखा होगा कि लोग सेल्फी लेते समय रोशनी का ध्यान नहीं रखते हैं जिसकी वजह से कभी उनकी तस्वीर में अँधेरा छा जाता है तो कभी चमक के कारण चेहरा साफ़ नहीं दिखता है। इसलिए हमेशा सेल्फी लेते समय हमें रोशनी का पूरा ध्यान रखना चाहिए।",0.60641503
first game not starting when it's supposed to? a UCF tradition,UCF football games get delayed or cancelled.,पहला खेल शुरू नहीं होता जब यह होना चाहिए? एक UCF परंपरा,कब खेला जाएगा चौथा वनडे मैच?,0.6413683
Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,Why is the ref helping the other team?,क्या हॉकी को आज रात 6 के खिलाफ 5 का खेल खेलना है?,मैच भारतीय समयानुसार शाम पांच बजे शुरू होगा.,0.6015776
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,मैं सिर्फ प्यार करता हूँ जब ट्विटर तय करता है समय रेखा को फिर से लोड करने के लिए सेकंड के बाद आप बस इसे खोलने के लिए और के बीच में कर रहे हैं इसे पढ़ने के लिए.,"ट्विटर का यह नया फीचर शुरुआत में सिर्फ एंड्रायड प्‍लेटफार्म पर उपलब्ध होगा। ट्विटर ने अपने ब्लॉग पोस्ट में लिखा है कि 'आपकी होम टाइमलाइन ब्राउज करने और ट्वीट्स से एंगेज होने के लिए एक बेहतरीन जगह है, लेकिन हम जानते हैं कि इसपर मौजूद हर चीज़ देखने का टाइम निकालना काफी मुश्किल है।'",0.6099476
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,"क्या GoFundMe खाते समाजवाद का एक रूप हैं? मेरे पास अपने बिलों का भुगतान करने के लिए पर्याप्त पैसा नहीं है, इसलिए मुझे एक खाता बनाने दें और अपने बिलों का भुगतान करने में मदद करने के लिए पैसे मांगें। ??",किसी का कहना है कि आखिर यदि मान लिया जाए कि लोगों ने मदद माँगने के लिए ही अकाउंट बनाए तो भी यह अजीब है कि  सारे अकाउंट एक साथ कैसे बंद हो गए। क्या गाँव के सीधे सादे लोग ट्विटर पर सिर्फ मदद माँगने आए और मदद मिलने पर उसे बंद कर दिया? लोगों का कहना है कि यह सब सिर्फ़ फिल्मों में होता है कि एक ट्वीट पर मदद मिल जाए।,0.6017709
I’m really looking forward to not hugging my friends and family through choice rather than by law.,I would like to continue social distancing and not hugging people ever ,मैं वास्तव में अपने दोस्तों और परिवार को कानून के माध्यम से नहीं बल्कि चुनाव के माध्यम से गले लगाने के लिए उत्सुक हूं।,मैं युवाओं को बस यह कहना चाहता हूं जो भी करें सच्चे मन से करें। अपने परिवार और देश का नाम रोशन करें।,0.61483425
i’m now reading 4 books at once what could go wrong 🧡,"""i'm reading 4 books at once, let's see if i can actually finish them all""",मैं अब एक ही समय में 4 किताबें पढ़ रहा हूँ क्या गलत हो सकता है,चार टेस्ट मैचों की श्रृंखला अभी 1-1 से बराबर चल रही है।,0.61102116
So excited to start this job!😊,I’m not exciting to start this job,इस काम को शुरू करने के लिए बहुत उत्साहित!😊,इसमें काम करने के लिए हुमा काफी उत्साहित हैं। उन्होंने कहा कि वह शूटिंग शुरू होने का अब और इंतजार नहीं कर सकती हैं।,0.6048046
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,My family has asked me to make a Mother's Day brunch for everyone at my house and it's stressful.,मेरे परिवार की ओर से यह निर्णय लेना बहुत अच्छा है कि मैं अपने घर में सभी के लिए मदर्स डे ब्रंच की मेजबानी कर रहा हूं।,इसके बाद ही गौतम के घर वालों ने बुधवार को अपने घर पर शादी का जश्न मनाने का फ़ैसला लिया है.,0.61490095
I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,The healthcare system in the U.S is so frustrating. I spend so much money on health insurance only to end up paying just as much out of pocket when my insurance doesn’t cover the services.,मुझे हेल्थ इंश्योरेंस इतना पसंद है कि हर महीने 100 डॉलर का भुगतान करना मजेदार है और फिर बुनियादी चिकित्सा सेवाओं के लिए 100 डॉलर का भुगतान करना जो किसी तरह कवर नहीं किए जाते हैं। #अमेरिका,"‘उन्हें मुफ्त पैसा मिलता है’: लोगों को अधिक प्रोत्साहन भुगतान और बेरोजगारी बीमा मिलेगा। कोई जवाबदेही क्यों नहीं है? मुझे चिंता है कि लोग प्रति सप्ताह अतिरिक्त $ 300 के साथ 11 सप्ताह की बेरोजगारी लाभ प्राप्त कर रहे हैं। मुझे उन लोगों को सहायता प्रदान करने में कोई समस्या नहीं है जिन्हें इसकी आवश्यकता है। परिवारों को आर्थिक रूप से पीड़ित देखना बहुत दुखद है। लेकिन इन अन्य लोगों के बारे में क्या है जो इसे प्राप्त कर रहे हैं? वे अपने माता-पिता पर निर्भर हैं, अच्छे घरों में रहते हैं और उनकी देखभाल की जाती है। मैंने ऐसी कई स्थितियों के बारे में सुना है जिसमें 2019 की गर्मियों में एक युवा वयस्क को गर्मियों में नौकरी मिली थी, और बेरोजगारी के लिए मार्च में प्रस्तुत किया गया था। ‘मैंने ऐसे परिवार के बारे में सुना है जिसके बच्चों को जुलाई में 6,000 डॉलर का चेक वापस बेरोजगारी में मिला था। वे मार्च से बेरोजगारी एकत्र कर रहे थे। वे एक समृद्ध पड़ोस में रहते हैं जहाँ मकान की कीमत $ 300,000 है। उन्हें मार्च के बाद से सभी लाभ प्राप्त हुए, जिसमें $ 600 प्रति सप्ताह अतिरिक्त शामिल थे। वे नौकरी की तलाश में नहीं हैं क्योंकि उनके पास कुछ भी किए बिना मुफ्त पैसा है। बहुत सारे काम खुल गए, और व्यवसाय उन्हें नहीं भर सके। अब इन लोगों के पास 50 हफ़्ते का मुफ़्त पैसा और दूसरे के लिए एक हफ़्ते में 300 डॉलर होने वाले हैं। यह साबित करने के लिए कोई जवाबदेही नहीं है कि वे न्यूयॉर्क में नौकरी पाने की कोशिश कर रहे हैं। मैंने एक मामले के बारे में सुना है जहाँ युवा वयस्क ने नकद के साथ “नई” इस्तेमाल की गई कार खरीदी है। एक और बेरोजगारी से बचत में $ 13,000 का निशान आ रहा है। आश्रितों और माता-पिता की आय की सभी वित्तीय जानकारी को रेखांकित करने के लिए संघीय छात्र सहायता-जैसे (FAFSA) फॉर्म के लिए नि: शुल्क आवेदन होना चाहिए। कॉलेज करते हैं। यदि आप एक आश्रित हैं और आपके माता-पिता एक निश्चित राशि बनाते हैं, तो उन आश्रितों के लिए लाभ की अनुमति नहीं होनी चाहिए। मैंने एक ऐसे परिवार के बारे में सुना है, जिनके बच्चों को जुलाई में $ 6,000 की बेरोजगारी की जाँच मिली, क्योंकि वे एक स्थानीय स्कूल जिले में काम नहीं कर सकते थे। वे मार्च से बेरोजगारी एकत्र कर रहे थे। वे एक समृद्ध पड़ोस में रहते हैं, जहां घरों की कीमत $ 300,000 है। कितना मुर्ख। मैं न्यूयॉर्क स्टेट लेबर कमिश्नर के डिपार्टमेंट को आग लगा दूंगा। तुम क्या सोचते हो? फेड द वेस्ट विद द मनीस्ट: मेरी माँ ने मुझे एक पर्याप्त वित्तीय उपहार दिया। मैंने उसे वापस दे दिया। मेरे जल्द ही होने वाले पूर्व पति का कहना है कि आधा उसके प्रिय फेड अप का है, आपने बहुत से लोगों को बहुत सारी चीजें करते हुए सुना है। ज्यादातर, यह मुझे लगता है, वे अपने जीवन को अपनी क्षमता के अनुसार जीने की कोशिश कर रहे हैं, और अपने मित्रों और पड़ोसियों द्वारा उनकी पसंद के लिए न्याय और / या शर्म किए बिना कर सकते हैं। मैंने भी कुछ बातें सुनी हैं। मैंने सुना है कि, गुरुवार शाम को, राष्ट्रपति-चुनाव बिडेन ने कहा कि वह $ 1,400 प्रोत्साहन चेक और अधिक वैक्सीन फंड के वितरण के लिए $ 1.9-ट्रिलियन COVID-19 राहत योजना के हिस्से के रूप में कांग्रेस को मंजूरी देने का आह्वान करेंगे। मैंने यह भी सुना है कि मदद की सख्त जरूरत है मैंने उन लाखों लोगों के बारे में सुना है जो महामारी के कारण बेरोजगार हैं। मैंने सुना है कि उन लोगों में से कई राज्य लाभ से बाहर हो गए हैं, और एक अस्थायी संघीय सहायता कार्यक्रम में स्थानांतरित हो गए हैं क्योंकि वे अभी भी काम नहीं कर पाएंगे। ‘मैंने ऐसे लोगों के बारे में सुना है जिन्होंने वर्षों से काम नहीं किया है क्योंकि उन्हें परिवार का पैसा विरासत में मिला है, लेकिन मैंने किसी को यह शिकायत करते नहीं सुना है कि वे सिस्टम को धोखा दे रहे हैं या सिस्टम को काम कर रहे हैं, या किसी तरह से समाज में योगदान नहीं कर रहे हैं। ‘ मैंने सुना है कि संघीय बेरोजगारी लाभ के लिए आवेदन अगस्त से तीन गुना से अधिक है, एक संकेत है कि लंबी अवधि की बेरोजगारी बढ़ रही है जो महामारी के समाप्त होने के बाद पूर्ववत करना आसान नहीं हो सकता है। मैंने सुना है कि आठ अलग-अलग राज्य और संघीय कार्यक्रमों से 20.6 मिलियन लोगों को लाभ मिल रहा है। मैंने न्यूयॉर्क में बेरोजगारी के लिए अर्हता प्राप्त करने के लिए कई आवश्यकताओं के बारे में सुना है। मैंने सुना है कि कुछ राज्यों को पूर्व आधार वर्ष में अर्जित आय में $ 1,000 की आवश्यकता होती है, जबकि अन्य को $ 5,000 की आवश्यकता होती है। मैंने सुना है कि लोगों को बेरोजगारी बीमा के लिए अर्हता प्राप्त करने के लिए “अपनी खुद की कोई गलती नहीं” के माध्यम से रखा जाना चाहिए। मैंने सुना है कि कुछ राज्यों को भी प्रमाण की आवश्यकता होती है कि आप काम की तलाश कर रहे हैं। द मनीनिस्ट: मेरे प्रेमी की पूर्व पत्नी ने उसके 2 बेटों को उसके करों पर आश्रित होने का दावा किया, और उनके प्रोत्साहन चेक प्राप्त किए, लेकिन वे हमारे साथ रहते हैं मैंने सुना है कि $ 900 बिलियन का प्रोत्साहन कार्यक्रम, जो लाखों लोगों की तुलना में आधी राशि प्रदान करता है COVID-19 मामलों में निरंतर वृद्धि और व्यवसायों को बंद करने के कारण पहले पैकेज की तत्काल आवश्यकता थी। मैंने सुना है कि छंटनी कर रहे हैं और उपभोक्ता विश्वास नीचे है, अर्थव्यवस्था में एक व्यापक मंदी को ट्रिगर। लोग कहानियां सुनते हैं और देखते हैं कि उनके पड़ोसी, या उनके चचेरे भाई, तब से क्या कर रहे हैं जब उन्होंने अपनी नौकरी खो दी। वे अपने व्यवहार के बारे में कुछ भी जाने बिना यह जानते हैं कि वे क्या कर रहे हैं। वे तय करते हैं कि वे अवांछनीय हैं या बड़े रह रहे हैं या महामारी का लाभ उठा रहे हैं। यह स्क्विंटिंग विंडोज की घाटी है। ‘मैंने उन दोस्तों के बारे में सुना है जिनके व्यवसाय रातोंरात धूल में बदल गए हैं और जिन्होंने इस वास्तविकता के साथ आने के लिए बहादुरी से लड़ाई लड़ी है कि उन्हें उन सपनों को 30 साल की कड़ी मेहनत के बाद जाने देना चाहिए, क्योंकि वे हर दिन बढ़ते बिलों का सामना करते हैं। ‘",0.61525124
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,I’m upset because I am free today and none of my friends are because they have previous commitments ,मेरे दोस्तों के पास नौकरी / प्रेमी / जीवन है वे मेरी भावनाओं को ध्यान में रखना चाहिए और जब मैं हूं तो स्वतंत्र होना चाहिए,"हर ब्यक्ति के जीवन मैं उसका कोई ना कोई एक दोस्त तो जरूर होते है, जैसे कि आप सब मेरे दोस्त हो Right, ऐसे ही हर किसी के लाइफ मैं एक दोस्त सबका होता है, एक तो मैं ऐसे ही बोल रहा हू actually बहुत सारे लोगों के जीवन मैं बहुत सारे दोस्त होते है, और दोस्त होना भी चाहिए बिना दोस्त के आप लाइफ जीही नहीं सकते हो, बिना दोस्त का जीवन और बिना रिचार्ज के मोबाइल एक जैसे ही, और specially आजके social world मैं तो दोस्त सबके पास होते है, आप लोग Facebook, चलाते हो Whatsapp चलाते हो Instagram चलाते हो तो आपके ऑनलाइन भी बहुत सारे दोस्त होते है, उनमे से कुछ दोस्त अछे दोस्त भी बन जाते है धीरे धीरे. उन्हीं दोस्तों के साथ आप सोशल साइट्स पर Images, मैसेज Share तो करते ही है होंगे, इसी लिए इस पोस्ट पर मैं आपको दे रहा हू Good night images for friends जो आप अपने Buddy's के साथ शेयर कर सकते हो, देखो यार दोस्तों को बिना Good night wishes भेजे सो जाना कैसा लगता है, दोस्त है तो दोस्ती का फर्ज भी तो निभाना होगा ना अगर आपके दोस्त आपकी care ना करे और आप अपने दोस्त का खयाल ना करे तो कैसा दोस्ती, ठीक है ना, दोस्ती मैं भी प्यार होता है, केयर होता है एक दूसरे के लिए, जो दोस्त आपके साथ हमेशा रहेगा आपके बुरे वक़्त पर आपका साथ निभाएगा और हर time आपकी याद करेगा वोही तो होते है सच्चे दोस्त. आपका कोई दोस्त अगर आपको Good night images for friends का images भेजता है तो आपको भी तो अछा लगेगा ना आप भी ये मानोगे की आपका दोस्त सच मैं आपका केयर कर्ता है और दिल से आपको दोस्त मानते है. बैसे तो आजकल सब virtual world मैं ही रहते है जादा, और ऑनलाइन ही एक दूसरे से बात भी करते है जादा busy लाइफ स्टाइल मैं लोग इतना खो गया है कि सामने बैट कर दो चार बातें करने का टाइम्स नहीं होता है सबके लिए, इसी लिए लोग अक्सर सोशल मीडिया पर ही एक दूसरे से बात करते है और Wishes भेजते रहते है.",0.620628
